Trip_ID,distance_km,average_speed_kmph,hour_sin,hour_cos,day_sin,day_cos,historical_surge_multiplier,historical_wait_time,vanet_avg_queue_length,vanet_comm_delay_ms,start_stop_density,end_stop_density,route_total_stops,environmental_friction_penalty,weather_condition_Fog,weather_condition_Heatwave,weather_condition_Rain,traffic_density_level_Low,traffic_density_level_Medium,traffic_density_level_Very High,road_type_Inner Road,road_type_Main Road,travel_time_minutes
TRIP_00036,2.52,20.6,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,40.33464955742058,8.436056009334889,18.16851595251754,77.20888398570231,9,52,61,1.0,0,0,0,0,0,1,0,0,7.2
TRIP_00037,17.1,23.4,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,39.59756326769494,8.310155316606929,18.16851595251754,77.20888398570231,4,24,28,1.45,1,0,0,0,0,0,0,0,46.4
TRIP_00038,7.93,13.1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,41.879185969627635,8.353386911595868,18.16851595251754,77.20888398570231,52,13,65,1.0,0,1,0,0,0,1,0,1,35.6
TRIP_00039,17.22,35.7,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,38.66946917792865,8.534014423076924,10.24819306206089,48.46880891393443,38,7,45,1.0,0,0,0,1,0,0,1,0,30.6
TRIP_00040,19.41,21.1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,38.66946917792865,8.534014423076924,10.24819306206089,48.46880891393443,38,9,47,1.0,0,0,0,0,0,0,0,1,65.6
TRIP_00041,16.27,47.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,40.168315825002004,8.389120370370371,10.24819306206089,48.46880891393443,62,0,62,1.0,0,1,0,0,1,0,0,0,22.5
TRIP_00042,9.58,61.9,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,39.59756326769494,8.310155316606929,25.939735027223232,96.88107683000605,4,26,30,1.3,0,0,1,1,0,0,0,0,9.3
TRIP_00043,21.4,18.9,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,40.168315825002004,8.389120370370371,18.16851595251754,77.20888398570231,62,22,84,1.0,0,0,0,0,0,1,0,0,66.6
TRIP_00044,16.6,54.1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,39.59756326769494,8.310155316606929,10.24819306206089,48.46880891393443,4,9,13,1.0,0,0,0,1,0,0,0,1,19.5
TRIP_00045,20.73,9.1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,33.11081160316938,8.231481481481481,10.24819306206089,48.46880891393443,13,0,13,1.45,1,0,0,0,0,1,0,0,144.0
TRIP_00046,17.53,45.8,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,37.88735505148107,8.408088235294118,18.16851595251754,77.20888398570231,313,263,576,1.0,0,0,0,0,0,0,0,0,23.1
TRIP_00047,17.1,66.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,37.463432315705184,8.404101326899879,21.715947892720305,84.46652308429118,24,4,28,1.0,0,0,0,1,0,0,0,0,15.6
TRIP_00048,15.88,24.5,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,34.49987181248399,8.567763157894737,25.939735027223232,96.88107683000605,39,48,87,1.0,0,0,0,0,0,0,0,1,43.7
TRIP_00049,15.91,14.3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,40.33464955742058,8.436056009334889,18.16851595251754,77.20888398570231,9,39,48,1.0,0,1,0,0,0,1,0,0,69.6
TRIP_00050,5.98,7.9,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,33.11081160316938,8.231481481481481,18.16851595251754,77.20888398570231,13,24,37,1.0,0,1,0,0,0,1,1,0,51.3
TRIP_00051,21.24,41.1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,33.11081160316938,8.231481481481481,21.715947892720305,84.46652308429118,13,39,52,1.0,0,0,0,0,1,0,0,1,35.9
TRIP_00052,24.67,28.1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,39.59756326769494,8.310155316606929,25.939735027223232,96.88107683000605,4,313,317,1.3,0,0,1,0,0,0,0,0,54.8
TRIP_00053,7.89,29.6,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,38.845483630992355,8.599193548387097,18.16851595251754,77.20888398570231,41,0,41,1.0,0,1,0,0,0,0,0,0,16.4
TRIP_00054,14.56,38.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,40.33464955742058,8.436056009334889,25.939735027223232,96.88107683000605,9,62,71,1.0,0,0,0,0,0,0,0,0,23.0
TRIP_00055,16.54,20.8,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,37.88735505148107,8.66859410430839,10.24819306206089,48.46880891393443,11,0,11,1.0,0,1,0,0,0,1,0,0,47.4
TRIP_00056,15.08,32.3,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,34.01349919462146,8.254016298020954,10.24819306206089,48.46880891393443,21,62,83,1.3,0,0,1,0,1,0,0,0,30.7
TRIP_00057,18.84,47.1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,35.76379965624557,8.372816728167281,10.24819306206089,48.46880891393443,26,313,339,1.0,0,0,0,0,1,0,0,0,23.6
TRIP_00058,2.15,21.2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,33.90009451375985,8.522172452407615,10.24819306206089,48.46880891393443,14,38,52,1.0,0,0,0,0,0,0,0,1,6.0
TRIP_00059,11.55,37.5,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,33.90009451375985,8.522172452407615,10.24819306206089,48.46880891393443,14,0,14,1.0,0,0,0,1,0,0,0,1,19.6
TRIP_00060,13.13,31.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,37.88735505148107,8.66859410430839,25.939735027223232,96.88107683000605,11,14,25,1.0,0,0,0,0,0,0,0,0,26.2
TRIP_00061,9.41,59.6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,37.463432315705184,8.404101326899879,25.939735027223232,96.88107683000605,24,7,31,1.0,0,0,0,0,1,0,0,0,9.7
TRIP_00062,9.55,23.7,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,33.90009451375985,8.522172452407615,25.939735027223232,96.88107683000605,14,41,55,1.0,0,0,0,0,0,0,0,1,25.1
TRIP_00063,15.06,10.3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,35.76379965624557,8.372816728167281,18.16851595251754,77.20888398570231,26,52,78,1.0,0,0,0,0,0,1,0,1,87.7
TRIP_00064,5.39,20.1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,37.94632327322461,8.408088235294118,25.939735027223232,96.88107683000605,38,8,46,1.0,0,0,0,0,0,1,0,0,17.7
TRIP_00065,17.4,44.6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,34.49987181248399,8.567763157894737,21.715947892720305,84.46652308429118,39,313,352,1.0,0,0,0,0,0,0,0,0,24.2
TRIP_00066,4.62,13.1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,34.01349919462146,8.254016298020954,10.24819306206089,48.46880891393443,21,7,28,1.45,1,0,0,0,1,0,1,0,21.9
TRIP_00067,2.54,8.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,36.56688485696669,8.378816568047338,25.939735027223232,96.88107683000605,0,0,0,1.0,0,0,0,0,0,0,1,0,21.5
TRIP_00068,9.58,8.1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,39.59756326769494,8.310155316606929,18.16851595251754,77.20888398570231,4,26,30,1.3,0,0,1,0,0,1,0,1,71.1
TRIP_00069,17.23,59.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,38.845483630992355,8.599193548387097,25.939735027223232,96.88107683000605,41,9,50,1.0,0,1,0,0,1,0,0,0,20.7
TRIP_00070,24.21,44.8,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,38.52121649500745,8.51879606879607,25.939735027223232,96.88107683000605,22,263,285,1.3,0,0,1,0,1,0,0,0,33.8
TRIP_00071,15.92,18.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,38.52121649500745,8.51879606879607,18.16851595251754,77.20888398570231,22,38,60,1.0,0,0,0,0,0,1,0,0,51.8
TRIP_00072,11.21,30.2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,40.168315825002004,8.389120370370371,10.24819306206089,48.46880891393443,62,38,100,1.3,0,0,1,0,0,0,0,0,23.1
TRIP_00073,9.27,36.4,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,37.19474339285992,8.543764705882353,18.16851595251754,77.20888398570231,9,0,9,1.0,0,0,0,0,1,0,0,1,15.0
TRIP_00074,19.18,34.8,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,35.320548351429274,8.639323220536756,10.24819306206089,48.46880891393443,0,313,313,1.0,0,0,0,0,1,0,0,1,32.1
TRIP_00075,17.4,9.1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,37.88735505148107,8.408088235294118,18.16851595251754,77.20888398570231,313,39,352,1.45,1,0,0,0,0,1,0,0,114.3
TRIP_00076,9.58,14.9,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,39.59756326769494,8.310155316606929,10.24819306206089,48.46880891393443,4,26,30,1.0,0,0,0,0,0,0,1,0,40.6
TRIP_00077,6.67,9.5,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,38.766608105635115,8.540833333333333,18.16851595251754,77.20888398570231,48,52,100,1.0,0,0,0,0,0,1,1,0,41.3
TRIP_00078,25.37,49.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,38.52121649500745,8.51879606879607,25.939735027223232,96.88107683000605,22,313,335,1.0,0,1,0,0,1,0,0,0,31.1
TRIP_00079,1.51,8.3,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,37.94632327322461,8.408088235294118,25.939735027223232,96.88107683000605,38,19,57,1.0,0,1,0,0,0,1,1,0,12.7
TRIP_00080,9.35,10.7,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,33.90009451375985,8.522172452407615,18.16851595251754,77.20888398570231,14,0,14,1.0,0,0,0,0,0,0,1,0,51.9
TRIP_00081,20.77,48.2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,33.11081160316938,8.231481481481481,10.24819306206089,48.46880891393443,13,38,51,1.0,0,1,0,0,1,0,0,0,26.0
TRIP_00082,10.32,25.5,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,37.88735505148107,8.66859410430839,10.24819306206089,48.46880891393443,11,9,20,1.3,0,0,1,0,1,0,0,1,25.1
TRIP_00083,19.14,43.4,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,33.90009451375985,8.522172452407615,10.24819306206089,48.46880891393443,14,13,27,1.0,0,0,0,0,1,0,0,1,26.3
TRIP_00084,14.14,38.1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,36.56688485696669,8.378816568047338,21.715947892720305,84.46652308429118,0,11,11,1.0,0,1,0,1,0,0,0,1,22.6
TRIP_00085,12.9,30.2,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,41.600608496555104,8.456449553001276,18.16851595251754,77.20888398570231,0,0,0,1.0,0,0,0,0,0,0,0,1,26.7
TRIP_00086,6.33,41.4,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,38.66946917792865,8.534014423076924,25.939735027223232,96.88107683000605,38,39,77,1.0,0,0,0,0,1,0,0,1,9.0
TRIP_00087,6.08,27.8,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,41.879185969627635,8.353386911595868,21.715947892720305,84.46652308429118,52,21,73,1.0,0,0,0,0,1,0,0,1,13.1
TRIP_00088,12.97,19.2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,38.385833508513706,8.262317210348707,18.16851595251754,77.20888398570231,19,21,40,1.0,0,1,0,0,0,1,0,0,41.0
TRIP_00089,20.5,41.3,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,41.879185969627635,8.353386911595868,10.24819306206089,48.46880891393443,52,38,90,1.3,0,0,1,0,1,0,0,0,29.2
TRIP_00090,13.83,18.2,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,34.01349919462146,8.254016298020954,18.16851595251754,77.20888398570231,21,11,32,1.0,0,0,0,0,0,0,0,1,46.3
TRIP_00091,18.68,19.7,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,37.94632327322461,8.408088235294118,25.939735027223232,96.88107683000605,38,48,86,1.0,0,0,0,0,0,1,0,0,58.1
TRIP_00092,15.71,21.4,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,37.94632327322461,8.408088235294118,25.939735027223232,96.88107683000605,38,22,60,1.3,0,0,1,0,1,0,0,1,43.9
TRIP_00093,22.01,18.2,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,33.11081160316938,8.231481481481481,18.16851595251754,77.20888398570231,13,62,75,1.0,0,0,0,0,0,1,0,0,73.9
TRIP_00094,23.54,34.6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,38.66946917792865,8.534014423076924,18.16851595251754,77.20888398570231,38,24,62,1.0,0,0,0,0,0,0,0,0,41.1
TRIP_00095,18.08,14.5,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,35.76379965624557,8.372816728167281,10.24819306206089,48.46880891393443,26,24,50,1.0,0,0,0,1,0,0,1,0,74.7
TRIP_00096,7.93,34.3,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,33.11081160316938,8.231481481481481,21.715947892720305,84.46652308429118,13,52,65,1.0,0,0,0,1,0,0,1,0,14.3
TRIP_00097,5.2,8.2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,37.19474339285992,8.543764705882353,25.939735027223232,96.88107683000605,9,19,28,1.0,0,0,0,0,0,1,1,0,40.1
TRIP_00098,5.39,28.7,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,37.94632327322461,8.408088235294118,21.715947892720305,84.46652308429118,38,8,46,1.3,0,0,1,1,0,0,1,0,11.4
TRIP_00099,27.39,45.7,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,40.168315825002004,8.389120370370371,10.24819306206089,48.46880891393443,62,263,325,1.0,0,0,0,0,1,0,0,0,37.1
TRIP_00100,10.81,20.5,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,37.588725852112645,8.21792656587473,25.939735027223232,96.88107683000605,8,11,19,1.0,0,0,0,0,0,1,0,0,32.4
TRIP_00101,25.2,27.4,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,37.588725852112645,8.21792656587473,18.16851595251754,77.20888398570231,8,263,271,1.0,0,1,0,0,0,0,0,1,55.3
TRIP_00102,9.67,22.1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,37.94632327322461,8.408088235294118,18.16851595251754,77.20888398570231,38,41,79,1.0,0,1,0,0,0,0,0,1,28.3
TRIP_00103,11.86,15.6,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,41.879185969627635,8.353386911595868,18.16851595251754,77.20888398570231,52,313,365,1.0,0,0,0,0,0,1,0,0,44.8
TRIP_00104,2.85,7.7,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,34.49987181248399,8.567763157894737,25.939735027223232,96.88107683000605,39,9,48,1.0,0,1,0,0,0,1,1,0,23.5
TRIP_00105,7.2,20.4,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,38.66946917792865,8.534014423076924,18.16851595251754,77.20888398570231,38,8,46,1.0,0,0,0,0,0,0,0,1,24.3
TRIP_00106,19.38,50.6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,33.11081160316938,8.231481481481481,21.715947892720305,84.46652308429118,13,19,32,1.0,0,0,0,1,0,0,0,1,24.0
TRIP_00107,16.54,48.5,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,37.88735505148107,8.66859410430839,25.939735027223232,96.88107683000605,11,0,11,1.0,0,1,0,0,1,0,0,0,19.9
TRIP_00108,18.07,42.9,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,38.766608105635115,8.540833333333333,10.24819306206089,48.46880891393443,48,19,67,1.3,0,0,1,1,0,0,0,0,24.6
TRIP_00109,21.24,38.1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,34.49987181248399,8.567763157894737,18.16851595251754,77.20888398570231,39,13,52,1.0,0,1,0,0,0,0,0,0,33.5
TRIP_00110,3.56,18.2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,39.59756326769494,8.310155316606929,18.16851595251754,77.20888398570231,4,22,26,1.0,0,1,0,0,0,0,0,1,11.6
TRIP_00111,13.52,25.8,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,37.88735505148107,8.408088235294118,25.939735027223232,96.88107683000605,313,62,375,1.0,0,1,0,0,1,0,0,1,31.1
TRIP_00112,11.86,52.7,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,41.879185969627635,8.353386911595868,18.16851595251754,77.20888398570231,52,313,365,1.0,0,0,0,0,1,0,0,0,13.2
TRIP_00113,21.04,8.1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,37.88735505148107,8.66859410430839,18.16851595251754,77.20888398570231,11,4,15,1.45,1,0,0,0,0,0,1,0,187.9
TRIP_00114,9.64,14.4,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,37.88735505148107,8.408088235294118,21.715947892720305,84.46652308429118,313,9,322,1.45,1,0,0,0,1,0,0,1,42.0
TRIP_00115,7.47,38.3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,35.320548351429274,8.639323220536756,18.16851595251754,77.20888398570231,0,41,41,1.45,1,0,0,1,0,0,0,0,12.2
TRIP_00116,3.94,17.5,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,34.01349919462146,8.254016298020954,10.24819306206089,48.46880891393443,21,0,21,1.0,0,0,0,0,0,0,1,0,14.1
TRIP_00117,7.2,56.8,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,38.66946917792865,8.534014423076924,25.939735027223232,96.88107683000605,38,8,46,1.0,0,1,0,1,0,0,0,1,8.0
